course_code,department_code,department_name,course_number,course_name,course_description,min_credits,max_credits,academic_year,terms
NSE 510,NSE,Nuclear Science & Engineering,510,Introduction To Nuclear Science And Engineering,"This introductory course provides an overview of the field of nuclear science and engineering as it relates to nuclear power and nuclear technologies. Fundamental concepts relevant to nuclear systems are introduced, including radioactivity, radiation interaction phenomena, chain reaction physics, and transport in engineering materials. Nuclear reactor physics and design concepts are introduced with focus on light water fission reactors. A survey of advanced nuclear technologies and applications is provided. Prerequisites: graduate or senior standing or consent of the instructor.",3.0,3.0,2021 - 2022 Academic Year,"A,B"
NSE 515,NSE,Nuclear Science & Engineering,515,Radiation Biology,"This course will introduce the student to fundamental concepts in radiation biology. Initially, theories will be developed concerning the effects of radiation exposure on basic biological systems, such as a virus or a cell. These theories will be based on our knowledge of radiation interaction mechanisms at the atomic/molecular level coupled with our knowledge of cell biology. Once developed, these theories will be compared against experimental observations and expanded to include cellular kinetic responses to radiation. Focus will then shift from the simple cell to more complex biological organisms. Ultimately, the student will be expected to appreciate the practical aspects and consequences of human radiation exposure and to properly apply this information in a radiation safety or medical physics environment.",3.0,3.0,2021 - 2022 Academic Year,"C,D"
NSE 530,NSE,Nuclear Science & Engineering,530,Health Physics,"This course builds on fundamental concepts introduced in NSE 510 and applies them to key topics in health physics and radiation protection . Health physics topics include man-made and natural sources of radiation, dose, radiation biology, radiation measurement, and radiation safeguards . Radiation protection concepts are explored as they apply to existing and advanced nuclear power generators, including reactor safety, nuclear waste and byproducts, regulatory constraints, and accident case studies . Prerequisites: graduate standing or consent of the instructor.",3.0,3.0,2021 - 2022 Academic Year,"A,B"
OBC 3354,OBC,Organizational Behavior & Change,3354,Organizational Behavior And Change,"Cat. I This course focuses on the basic knowledge and processes required of managers to understand behavior in organizations and to apply this knowledge to organizational change. Topics include communication and trust, power and leadership, group and intergroup processes, conflict and conflict management, and work and organizational design. Students apply their knowledge of organizational behavior to the analysis, implementation, and leadership of organizational change. Lectures, video presentations, case studies, group discussions and mini-projects are employed to introduce and illustrate the basic elements of organizational behavior and change. Recommended background: None",3.0,3.0,2021 - 2022 Academic Year,B
OBC 4367,OBC,Organizational Behavior & Change,4367,"Leadership, Ethics, And Social Responsibility","Cat. IThis upper-level course invites students to consider the importance of ethics, corporate governance, and corporate social responsibility for leading global enterprises effectively. Students will be asked to reflect on their own leadership styles and to engage the complex, ethical dimensions of leadership in modern organizations. The course will engage students using lecture, video presentations, case studies, guest speakers, fieldwork, and mini-projects.Recommended background: None.",3.0,3.0,2021 - 2022 Academic Year,D
OBC 505,OBC,Organizational Behavior & Change,505,Teaming And Organizing For Innovation,"How do we navigate complex human systems in organizations? How do we foster innovation within organizations? In this course, we explore the paradoxes, opportunities, and hidden systemic challenges that arise on teams and projects, and in working across networks and within innovative organizations. Students will learn to more deftly manage the inherent challenges and opportunities of cross-cultural and multi-disciplinary teams; work through or avoid dysfunctional team and organizational conflicts; wrestle with ambiguity and uncertainty; negotiate change by learning to work with networks of power and influence; and analyze the individual, group, organizational and contextual dynamics that enable and constrain productive and innovative work in organizations. (Students cannot get credit for OBC 505 and OBC 500)",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
OBC 506,OBC,Organizational Behavior & Change,506,Leadership,"How do we mobilize our own and others’ energy toward developing sustainable outcomes and meaningful change—when the path ahead is unclear, when our business environment is rapidly changing, when we do not have full authority over those involved? This course embraces a human-centered design approach to leading others with integrity, empathy, and curiosity—with a specific focus on the unique challenges and opportunities of working within project-based networks and Industry 4.0/STEM contexts. Students will build their capacity to navigate complex human and technical systems as they work in teams to develop and pilot a solution to a real-life organizational or social problem.",3.0,3.0,2021 - 2022 Academic Year,"C,D"
OBC 533,OBC,Organizational Behavior & Change,533,Negotiations,"This course focuses on improving the student's understanding of the negotiation process and effectiveness as a negotiator. Emphasizes issues related to negotiating within and on behalf of organizations, the role of third parties, the sources of power within negotiation, and the impact of gender, culture and other differences. Conducted in workshop format, combining theory and practice.",3.0,3.0,2021 - 2022 Academic Year,"C,D"
OIE 2081,OIE,Operations & Industrial Engineering,2081,Introduction To Prescriptive Analytics,"Cat. I This course provides an introduction to prescriptive analytics, which involves the application of mathematical and computational sciences, such as linear optimization and simulation, to recommend optimal courses of action for decision making. The course will feature decision problems arising from a variety of contexts such as capacity management, finance, healthcare, humanitarian relief, inventory management, production planning, staffing, and supply chain. The emphasis of the course is the application of such techniques to recommend a best strategy or course of action for the particular context. Recommended background: Basic statistics, equivalent to that in MA 2611 and MA 2612.",3.0,3.0,2021 - 2022 Academic Year,"A,C"
OIE 2850,OIE,Operations & Industrial Engineering,2850,Engineering Economics,"Cat. I To aid all engineering students in understanding economics and business constraints on engineering decision making. Topics include evaluation of alternative; the six time-value-of-money factors; present worth, annual cash flow and rate-of-return analysis; incremental analysis; depreciation and income taxes; replacement analysis; inflation; handling probabilistic events; public economy; break-even and minimum cost points; and foreign exchange.",3.0,3.0,2021 - 2022 Academic Year,B
OIE 3405,OIE,Operations & Industrial Engineering,3405,Work Systems And Facilities Planning,"This course covers the fundamentals of developing efficient layouts for production and service facilities. Methods analysis, work measurement, material handling and material flow analysis are also covered. Mathematical models and computer tools are used to assist decision-making. Recommended background: BUS 3020 and OIE 2081",3.0,3.0,2021 - 2022 Academic Year,D
OIE 3410,OIE,Operations & Industrial Engineering,3410,Materials Management In Supply Chains,"This course in an introduction to the planning and controlling the material flow into, through, and out of an organization. It explains fundamental relationships among the activities that occur in the supply chain from suppliers to customers. In particular, the course addresses types of manufacturing systems, demand management and forecasting, master production scheduling, materials requirements planning, capacity management, inventory management, distribution resource planning, JIT and lean principles, and other current topics that are pertinent to managing the material flow of supply chains. Recommended background: MA 1020, MA 1021, MA 2611 and BUS 3020.",3.0,3.0,2021 - 2022 Academic Year,C
OIE 3420,OIE,Operations & Industrial Engineering,3420,"Quality Planning, Design And Control","Cat. I This course provides students with the analytical and management tools necessary to solve manufacturing and service quality problems. Topics include customer needs and quality, quality and cost relationships, process capability analysis, statistical process control, control charts for variables and attributes, design of experiments, and other Six Sigma problem solving methodology. Recommended background: BUS 3020 and MA 2612 or consent of the instructor.",3.0,3.0,2021 - 2022 Academic Year,A
OIE 3460,OIE,Operations & Industrial Engineering,3460,Simulation Modeling And Analysis,"Cat. I This course covers the application of simulation to a variety of managerial problems with examples from operations management, industrial engineering and manufacturing engineering. It introduces the student to the concepts of computer simulation, with an emphasis on the design of a simulation experiment and statistical interpretation of its results. It will discuss simulation of queueing models, inventory and industrial dynamics, and gaming situations. The role and use of computers for the execution of simulations will also be highlighted. A commercial simulation language such as Arena will be used to solve problems from the manufacturing and service industries. Recommended background: CS 1004 and MA 2612.",3.0,3.0,2021 - 2022 Academic Year,B
OIE 3510,OIE,Operations & Industrial Engineering,3510,Stochastic Models,"This is an introductory course in probabilistic models and decision-making under risk, with applications to engineering and management decision making. The course first covers quantitative methods for assessing and evaluating risks and how they are used in decision making. Decision making under risk is examined across a wide set of management and engineering problems. The course then introduces a set of probabilistic models commonly used in decision making and operations improvement; specifically, emphasis is placed on Markov chains, Poisson processes, and queuing theory, and their applications in manufacturing and service systems are illustrated. Recommended background: Knowledge of calculus and introductory probability and statistics.",3.0,3.0,2021 - 2022 Academic Year,B
OIE 3600,OIE,Operations & Industrial Engineering,3600,Scripting For Process And Productivity Improvement,"This course will train students to think critically about the effective and efficient use of computational tools to enhance everyday organizational performance. Students will learn how to create value through productivity tools that will likely include advanced spreadsheet functionality, regular expressions, macros, and scripting. The course will make use of software including Microsoft Excel with Visual Basic for Applications, Python, and advanced text editors, applied to a variety of domains, to improve students’ ability to automate processes and productivity. Students can receive credits for both OIE 3600 and either CS 2119 or CS 2102 or CS 2103. For IE majors, if one of the CS courses previously listed is used as a required programming course, then OIE 3600 can be used as an IE elective. Recommended background: some previous exposure to analytical problem solving as found in OIE 2081 or MA 2210.",3.0,3.0,2021 - 2022 Academic Year,B
OIE 4410,OIE,Operations & Industrial Engineering,4410,Case Studies In Industrial Engineering,"Cat. IA number of in-depth case studies in operations and industrial engineering areanalyzed. The cases will cover both manufacturing and service systems rangingfrom production system design to operations planning and control.Recommended background: BUS 2080, BUS 3020, OIE 3410,and OIE 3510.",3.0,3.0,2021 - 2022 Academic Year,D
OIE 4430,OIE,Operations & Industrial Engineering,4430,Advanced Prescriptive Analytics: From Data to Impact,"This course provides an in-depth focus on prescriptive analytics, which involves the use of data, assumptions, and mathematical modeling of real-world decision problems to ascertain and recommend optimal courses of action. Starting from conceptualization of the problem, to using theory for translational modeling and techniques, to computational solving, and finally interpretation – likely in an iterative manner – students will gain knowledge of tools and practical skills in transforming real-world decision problems into actionable insights. Advanced topics in the prescriptive analytics domain will be covered, such as the use of integer variables to represent important logical constructs, using nonlinear functions to represent real-world decision aspects, the incorporation of stochasticity and uncertainty, and corresponding solution methods. Real-world problems will be selected from a variety of contexts that may include capacity management, data science, finance, healthcare, humanitarian operations, inventory management, production planning, routing, staffing, and supply chain. Recommended Background: An introductory level of exposure to prescriptive analytics or linear optimization, such as can be found in OIE 2081, MA 2210, or MA 3231. Suggested Background: Note the mathematical foundations of some of the optimization techniques in this class are in MA 3231. Students might also benefit from MA 3233. Note: Students cannot take both OIE 4420 and OIE 4430 for credit.",3.0,3.0,2021 - 2022 Academic Year,A
OIE 4460,OIE,Operations & Industrial Engineering,4460,Global Planning And Logistics,"This case-based course will examine methods and strategies for managing andcontrolling material movement, with particular emphasis on internationaloperations, from the purchase of production materials to the control of work inprocess to the distribution of the finished product. Strategies that will bediscussed include the design of international distribution networks, the use ofthird-party logistics providers, and the creation of links between logistic systemsand marketing to create competitive advantage. The course will also exploretactical issues that must be managed to pursue a logistics strategy successfully,including choices regarding means of transportation, packaging, and inventorypolicies. Underlying themes of the course will be the use of informationtechnologies (such as electronic data interchange and bar coding) andmathematical models to support logistics decision-making.Recommended background: BUS 3020 and one of the following: BUS 2070 or OIE 2850 or consent of the professor.",3.0,3.0,2021 - 2022 Academic Year,C
OIE 501,OIE,Operations & Industrial Engineering,501,Operations Management,"The operations function in an organization is focused on the transformation processes used to produce goods or provide services. Operations design is driven by strategic values, and innovative improvements can support sustained competitive advantage. In this course, a variety of analytical and statistical techniques are introduced to develop a deep understanding of process behavior, and to use this analysis to inform process and operational designs. Topics such as process analysis and value stream mapping, postponement and global and local supply chain strategies, queuing models, and managing system constraints are covered using case studies and hands-on activities such as on-line simulations. Non-traditional operations systems are also explored. The skills required to model an operational system, to reduce variation and mitigate bottlenecks, to effectively present resource needs, and to adjust capacity and inventory service levels are practiced during the course. (Students cannot get credit for OIE 501 and OIE 500)",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
OIE 542,OIE,Operations & Industrial Engineering,542,Risk Management And Decision Making,"Risk management deals with decision making under uncertainty. It is interdisciplinary, drawing upon management science and managerial decision-making, along with material from negotiation and cognitive psychology. Classic methods from decision analysis are first covered and then applied, from the perspective of business process improvement, to a broad set of applications in operations risk management and design including: quality assurance, supply chains, information security, fire protection engineering, environmental management, projects and new products. A course project is required (and chosen by the student according to his/her interest) to develop skills in integrating subjective and objective information in modeling and evaluating risk. (Prerequisite: OIE 501 or equivalent content, or instructor consent.) (Students cannot get credit for both OIE 542 and OIE 541.)",3.0,3.0,2021 - 2022 Academic Year,"A,B,C,D"
OIE 544,OIE,Operations & Industrial Engineering,544,Supply Chain Analysis And Design,"This course studies the decisions, strategies and analytical methods in designing, analyzing, evaluating, and managing supply chains. Concepts, techniques, and frameworks for better supply chain performance are discussed, and how digital technologies enable companies to be more efficient and flexible in their internal and external operations are explored. The major content of the course is divided into three modules: supply chain integration, supply chain decisions, and supply chain management and control tools. Students will learn how to apply some of the techniques in Operations Research such as linear programming, dynamic programming, and decision tree to aid decision-making. A variety of instructional tools including lectures, case discussions, guest speakers, games, videos, and group projects and presentations are employed. (Prerequisite: OIE 501 or equivalent content, or instructor consent)",3.0,3.0,2021 - 2022 Academic Year,"A,B"
OIE 548,OIE,Operations & Industrial Engineering,548,Performance Analytics,"Productivity management and analysis techniques and applications are covered from engineering and management perspectives. Topics include benchmarking, production functions, and the concept of relative efficiency and its measurement by data envelopment analysis. Application examples include efficiency evaluations of bank branches, sales outlets, hospitals, schools and others. (Prerequisite: OIE 501, or equivalent content, or consent of the instructor.)",3.0,3.0,2021 - 2022 Academic Year,"C,D"
OIE 549,OIE,Operations & Industrial Engineering,549,Sustainable Supply Chain and Operations Management,"The environmental implications and responsibilities of organizations begin at an organization’s boundaries with management of their operations, but also extend to incorporate interorganizational relationships and networks, the supply chain. We will investigate the practice and theory of sustainable supply chains and operations management in organizations throughout the world. This course is intended to provide students with understanding the intra- and interorganizational implications of environmental sustainability practices and policies. The role of organizational supply chain management functions, activities, tools and methods and their relationship to the natural environment will be introduced and discussed. The goals are for students to grasp the scope of general supply chain/operations management and environmental sustainability as they relate to the firm; to be able to relate to the manners in which management may respond and collaborate internally and with suppliers, customers, and various other stakeholders influencing and influenced by operational and supply chain activities from practical and theoretical case studies; able to evaluate various factors and understand tradeoffs in management decisions as they pertain to environmental supply chain management.",3.0,3.0,2021 - 2022 Academic Year,"C,D"
OIE 552,OIE,Operations & Industrial Engineering,552,Modeling And Optimizing Processes,"This course is designed to provide students with a variety of quantitative tools and techniques useful in modeling, evaluating and optimizing operation processes. Students are oriented toward the creation and use of spreadsheet models to support decision-making in industry and business.",3.0,3.0,2021 - 2022 Academic Year,"A,B"
OIE 553,OIE,Operations & Industrial Engineering,553,Global Purchasing And Logistics,"This course aims to develop an in-depth understanding of the decisions and challenges related to the design and implementation of a firm’s purchasing strategy within a context of an integrated, global supply chain. Topics centering on operational purchasing, strategic sourcing, and strategic cost management will be covered. The global logistics systems that support the purchasing process will be analyzed, and the commonly used techniques for designing and evaluating an effective logistics network will be studied.",3.0,3.0,2021 - 2022 Academic Year,C
OIE 554,OIE,Operations & Industrial Engineering,554,Global Operations Strategy,"This course focuses on operations strategy from a global perspective. Topics such as strategy of logistics and decisions to outsource are examined. As an example, the strategic issues concerned with firms that are doing R&D in the United States, circuit board assembly in Ireland and final assembly in Singapore. Cases, textbooks and recent articles relating to the topic are all used. Term paper based on actual cases is required. (Prerequisite: OIE 501 or equivalent content, or instructor consent)",3.0,3.0,2021 - 2022 Academic Year,"A,B"
OIE 558,OIE,Operations & Industrial Engineering,558,Designing And Managing Lean Six Sigma Processes,"This course teaches Six-Sigma as an organizational quality system and a set of statistical tools that have helped the world’s leading companies save millions of dollars and improve customer satisfaction. This course is organized in three parts: part one covers the essentials of Six-Sigma, including fundamental concepts, the advantages of Six-Sigma over Total Quality Management, and a five-phase model for building a Six-Sigma organization; part two of the course covers the Six-Sigma training, including technical topics such as capability and experimental design as well as how to train “Black Belts” and other key roles; part three describes the major activities of the SixSigma Roadmap, from identifying core processes to executing improvement projects to sustaining Six-Sigma gains.",3.0,3.0,2021 - 2022 Academic Year,"C,D"
OIE 559,OIE,Operations & Industrial Engineering,559,Advanced Prescriptive Analytics: From Data to Impact,"This course provides an in-depth focus on prescriptive analytics, which involves the use of data, assumptions, and mathematical modeling of real-world decision problems to ascertain and recommend optimal courses of action. Starting from conceptualization of the problem, to using theory for translational modeling and techniques, to computational solving, and finally interpretation – likely in an iterative manner – students will gain knowledge of tools and practical skills in transforming real-world decision problems into actionable insights. Advanced topics in the prescriptive analytics domain will be covered, such as the use of integer variables to represent important logical constructs, using nonlinear functions to represent real-world decision aspects, the incorporation of stochasticity and uncertainty, and corresponding solution methods. Real-world problems will be selected from a variety of contexts that may include capacity management, data science, finance, healthcare, humanitarian operations, inventory management, production planning, routing, staffing, and supply chain. Students will complete an individual project that includes a report in the style of a technical report or research paper, as well as an oral presentation. (Prerequisite: OIE 552, equivalent knowledge about optimization and linear programming, or consent of the instructor. Students may not receive credit for both OIE 4430 and OIE 559).",3.0,3.0,2021 - 2022 Academic Year,A
OIE 597,OIE,Operations & Industrial Engineering,597,Operations and Supply Chain Consulting Project,"This capstone course serves as a practical integration of the operations and supply chain theories, practices, tools and techniques that students learned in their MS program. The medium is a major team-based project, sponsored by an external organization. The course goals are: (1) to enrich students’ experiential learning and support the acquisition of the skills and capabilities to tackle real-world problems; and (2) to enhance students’ teamwork, interpersonal and consulting skills. Students will produce a written report documenting their solutions, and providing the financial, organizational, and technical rationale for their approach. They will also formally present their results to the project sponsors. Students are expected to have completed (or be currently completing) all the course requirements for their MS in Operations and Supply Chain Analytics prior to taking the capstone project.",3.0,3.0,2021 - 2022 Academic Year,"C,D"
OIE 598,OIE,Operations & Industrial Engineering,598,Special Topics,OIE 598. SPECIAL TOPICS,3.0,3.0,2021 - 2022 Academic Year,
OT 1000,OT,Other,1000,Cooperative Education Program - Semester,,0.0,0.0,2021 - 2022 Academic Year,"A,B"
OT 500,OT,Other,500,Intermed ESL Listng & Spkng,,1.0,1.0,2021 - 2022 Academic Year,"A,B"
PE 1002,PE,Physical Education,1002,Intro To Volleyball & Squash,Cat. I (1/12 unit) Introduction to the sports through skill development and play.,0.75,0.75,2021 - 2022 Academic Year,B
PE 1003,PE,Physical Education,1003,Intro To Badminton,Cat. I (1/12 unit)Introduction to the sports through skill development and play.,0.75,0.75,2021 - 2022 Academic Year,C
PE 1006,PE,Physical Education,1006,Wellness,Cat. I (1/12 unit) Introductory course designed to acquaint students with knowledge and skills necessary to make choices that foster health and well-being.,0.75,0.75,2021 - 2022 Academic Year,A
PE 1007,PE,Physical Education,1007,Basic Water Safety,Cat. I (1/12 unit) For the intermediate to advanced swimmer only. Students will learn about water recreational activities and how to remain safe while participating in them. Opportunity to learn the necessary means for safety in/near water and basic rescue techniques.,0.75,0.75,2021 - 2022 Academic Year,A
PE 1008,PE,Physical Education,1008,Rowing For Fitness,Cat. I This course will teach basic rowing training techniques and principles with the goal for students to develop and implement an individualized conditioning program for themselves. All classes will be conducted on-campus through the use of rowing machines located in the Sports and Recreation Center.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1009,PE,Physical Education,1009,Walking For Fitness,Cat. I This course will teach basic walking techniques and principles with the goal for students to develop and implement an individualized conditioning program for themselves.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1011,PE,Physical Education,1011,Touch Football,Cat. I (1/12 unit) Introduction to basic rules and individual/team skill development with practical application through game competition.,0.75,0.75,2021 - 2022 Academic Year,"A,D"
PE 1012,PE,Physical Education,1012,Basketball,Cat. I (1/12 unit) Introduction to basic rules and individual/team skill development with practical application through game competition.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1013,PE,Physical Education,1013,Softball,Cat. I (1/12 unit) Introduction to basic rules and individual/team skill development with practical application through game competition.,0.75,0.75,2021 - 2022 Academic Year,"A,D"
PE 1016,PE,Physical Education,1016,Squash & Racquetball,"Cat. I (1/12 unit) Instruction will focus on basic strokes and techniques . Rules, strategy and play will be integrated as students’ skills develop .",0.75,0.75,2021 - 2022 Academic Year,"A,C,D"
PE 1017,PE,Physical Education,1017,Beginning Swimming,Cat. I (1/12 unit)For the non-swimmer. Students will receive instruction in basic survival skills and the primary techniques to learn to swim safely.,0.75,0.75,2021 - 2022 Academic Year,D
PE 1018,PE,Physical Education,1018,Co-Ed Volleyball,Cat. I (1/12 unit) Introduction to basic rules and individual/team skill development with practical application through game competition.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1019,PE,Physical Education,1019,Soccer,Cat. I Introduction to basic rules and individual/team skill development with practical application through game competition.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1054,PE,Physical Education,1054,Plyometrics,Cat. I (1/12 units) This course will teach the use of bodyweight to develop personal strength and conditioning.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1055,PE,Physical Education,1055,Physical Conditioning,Cat. I (1/12 unit) This course will teach basic strength training principles and techniques. Students will develop and implement an individualized conditioning program.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1059,PE,Physical Education,1059,Weight Training Program For Beginners,Cat. I (1/12 unit) The goal of course is to provide students with the knowledge and skills in basic weight training. This course is designed to educate students about the proper use of weight training equipment and how to create their own weight training exercise program. The basic essentials for starting a weight training routine.,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1070,PE,Physical Education,1070,Leisure Education: Redefining Social Norms,Cat. I (1/12 unit) Introductory course designed to explore various leisure education alternatives.,0.75,0.75,2021 - 2022 Academic Year,"B,D"
PE 1077,PE,Physical Education,1077,Swimming For Fitness,Cat. I (1/12 unit) For the intermediate to advanced swimmer. This class is geared toward swimming for fitness purposes. Workouts will be administered each class period with students developing the knowledge to create workouts for themselves.,0.75,0.75,2021 - 2022 Academic Year,"B,C"
PE 1078,PE,Physical Education,1078,Aquatic Conditioning,"Cat. I This course will teach aquatic conditioning (aerobics, walking, strength and interval training) with the goal for students to develop and implement an individualized aquatic conditioning program for themselves. For the intermediate and advanced swimmer. All classes will be conducted on-campus through the use of the pool located in the Sports and Recreation Center.",0.75,0.75,2021 - 2022 Academic Year,A
PE 1080,PE,Physical Education,1080,Aquatic Games,Cat. I (1/12 unit) Students will develop an understanding and appreciation of a variety of aquatic games through skill development and game play.,0.75,0.75,2021 - 2022 Academic Year,"A,D"
PE 1099,PE,Physical Education,1099,Healthy Alternative,"Cat. I (1/12 unit) In each term, specific PE courses are offered to provide a variety of wellness, dance and healthy alternatives to traditional PE sport-based classes . The specific courses are subject to change on a yearly basis in order to provide flexibility in the PE offerings based upon the latest trends in wellness and dance . The focus of these classes is more on individual fitness, wellness and education, with instruction provided to all students in the classes.",0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1201,PE,Physical Education,1201,Alpine Ski Team,,0.75,0.75,2021 - 2022 Academic Year,C
PE 1202,PE,Physical Education,1202,Club Sport - Badminton,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 1203,PE,Physical Education,1203,Club Sport - Ballroom Dancing,,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1204,PE,Physical Education,1204,Club Sport - Dance Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1205,PE,Physical Education,1205,Club Sport - Fencing Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 1206,PE,Physical Education,1206,Club Sport - Ice Hockey Team,,0.75,0.75,2021 - 2022 Academic Year,"B,C"
PE 1207,PE,Physical Education,1207,Club Sport - Karate,,0.75,0.75,2021 - 2022 Academic Year,"A,D"
PE 1209,PE,Physical Education,1209,Club Sport- Women's Rugby Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1210,PE,Physical Education,1210,Club Sport - Men's Ultimate Frisbee Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1211,PE,Physical Education,1211,Club Sport - Women's Ultimate Frisbee Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 1212,PE,Physical Education,1212,Club Sport - Men's Lacrosse Team,,0.75,0.75,2021 - 2022 Academic Year,"C,D"
PE 1213,PE,Physical Education,1213,Club Sport - Women's Lacrosse Team,,0.75,0.75,2021 - 2022 Academic Year,"C,D"
PE 1214,PE,Physical Education,1214,Club Sport - Men's Volleyball Team,,0.75,0.75,2021 - 2022 Academic Year,C
PE 1216,PE,Physical Education,1216,Club Sport - Pep Band,,0.75,0.75,2021 - 2022 Academic Year,"A,B,C"
PE 1217,PE,Physical Education,1217,Club Sport - Sailing,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 1219,PE,Physical Education,1219,Club Sport - Soma: Capoeira,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 1220,PE,Physical Education,1220,Club Sport - Smas: Boffer Games,,0.75,0.75,2021 - 2022 Academic Year,A
PE 1221,PE,Physical Education,1221,Club Sport - Running,"Cat. I Running is an activity that helps to develop good health, well-being and discipline through goal setting. This club and course will offer runners of all levels the opportunity to participate, develop and learn how running can benefit them now and into the future.",0.75,0.75,2021 - 2022 Academic Year,"A,B,C,D"
PE 2001,PE,Physical Education,2001,Varsity Football Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 2002,PE,Physical Education,2002,Varsity Men's Soccer Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 2003,PE,Physical Education,2003,Varsity Women's Soccer Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 2004,PE,Physical Education,2004,Varsity Field Hockey Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 2005,PE,Physical Education,2005,Varsity Women's Volleyball Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 2006,PE,Physical Education,2006,Varsity Men's And Women's Cross Country Team,,0.75,0.75,2021 - 2022 Academic Year,"A,B"
PE 2007,PE,Physical Education,2007,Varsity Wrestling Team,,0.75,0.75,2021 - 2022 Academic Year,"B,C"
PE 2008,PE,Physical Education,2008,Varsity Men's Basketball Team,,0.75,0.75,2021 - 2022 Academic Year,"B,C"
PE 2009,PE,Physical Education,2009,Varsity Women's Basketball Team,,0.75,0.75,2021 - 2022 Academic Year,"B,C"
PE 2010,PE,Physical Education,2010,Varsity Men's And Women's Swim Team,,0.75,0.75,2021 - 2022 Academic Year,"B,C"
PE 2011,PE,Physical Education,2011,Varsity Men's And Women's Indoor Track Team,,0.75,0.75,2021 - 2022 Academic Year,"B,C"
PE 2012,PE,Physical Education,2012,Varsity Baseball Team,,0.75,0.75,2021 - 2022 Academic Year,"C,D"
PE 2013,PE,Physical Education,2013,Varsity Softball Team,,3.0,3.0,2021 - 2022 Academic Year,"C,D"
PE 2014,PE,Physical Education,2014,Varsity Men's And Women's Outdoor Track Team,,3.0,3.0,2021 - 2022 Academic Year,D
PE 2015,PE,Physical Education,2015,Varsity Men's Crew Team,,0.75,0.75,2021 - 2022 Academic Year,"A,D"
PE 2016,PE,Physical Education,2016,Varsity Women's Crew Team,,0.75,0.75,2021 - 2022 Academic Year,"A,D"
PE 303X,PE,Physical Education,303X,Fitness: Fundamentals Of Cardio,"This online course will be knowledge-based covering fitness assessments, nutrition, hydration, sleep, exercise modalities and cardio workout options. Students will learn the basics of fitness and cardio to help them design a workout at the end of the term that fits their needs and interests. Engagement will include group discussion, quizzes and writings.",0.75,0.75,2021 - 2022 Academic Year,C
PH 1110,PH,Physics,1110,General Physics-Mechanics,"Cat. I Introductory course in Newtonian mechanics . Topics include: kinematics of motion, vectors, Newton’s laws, friction, work-energy, impulse-momentum, for both translational and rotational motion . Recommended background: concurrent study of MA 1021 . Students may not receive credit for both PH 1110 and PH 1111 .",3.0,3.0,2021 - 2022 Academic Year,"A,C"
PH 1111,PH,Physics,1111,Principles Of Physics-Mechanics,"Cat. I An introductory course in Newtonian mechanics that stresses invariance principles and the associated conservation laws . Topics include: kinematics of motion, vectors and their application to physical problems, dynamics of particles and rigid bodies, energy and momentum conservation, rotational motion. Recommended background: concurrent study of MA 1023 (or higher). Students with limited prior college-level calculus preparation are advised to take PH 1110. Students may not receive credit for both PH 1111 and PH 1110 .",3.0,3.0,2021 - 2022 Academic Year,"A,C"
PH 1120,PH,Physics,1120,General Physics-Electricity And Magnetism,"Cat. IAn introduction to the theory of electricity and magnetism.Topics include: Coulomb's law, electric and magnetic fields, capacitance,electrical current and resistance, and electromagnetic induction.Recommended background: working knowledge of the material presented inPH 1110 or PH 1111 and concurrent study of MA 1022.Students may not receive credit for both PH 1120 and PH 1121.",3.0,3.0,2021 - 2022 Academic Year,"B,D"
